MOF,Predicted Value,Model,Features
str_m2_o20_o28_f0_nbo.sym.55.out,41.26151997143263,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.178.out,40.122262446182916,LinearRegression,GSA
str_m3_o6_o27_f0_nbo.sym.81.out,39.615320102411516,LinearRegression,GSA
hypotheticalMOF_5048383_i_1_j_25_k_21_m_7,40.056850530857574,LinearRegression,GSA
str_m2_o23_o23_f0_nbo.sym.10.out,40.67826372644832,LinearRegression,GSA
str_m2_o25_o27_f0_pcu.sym.231.out,39.34822144816637,LinearRegression,GSA
hypotheticalMOF_5017866_i_0_j_25_k_12_m_10,38.48151357010558,LinearRegression,GSA
mof_1996,42.82595494629706,LinearRegression,GSA
mof_4803,38.6014354148687,LinearRegression,GSA
mof_5043,38.56872945720603,LinearRegression,GSA
mof_7501,46.76157185170516,LinearRegression,GSA
mof_9969,46.52717915512268,LinearRegression,GSA
str_m2_o6_o25_f0_nbo.sym.64.out,39.724339961287086,LinearRegression,GSA
str_m3_o25_o25_f0_nbo.sym.61.out,41.98650203295517,LinearRegression,GSA
str_m3_o3_o25_f0_pcu.sym.146.out,39.440888328210605,LinearRegression,GSA
mof_2040,40.67281273350454,LinearRegression,GSA
mof_5026,40.77638159943634,LinearRegression,GSA
mof_7073,40.20947833328337,LinearRegression,GSA
str_m3_o3_o11_f0_nbo.sym.44.out,38.7050042808005,LinearRegression,GSA
RUTNOK_CoRE,39.04296584331477,LinearRegression,GSA
hypotheticalMOF_5046733_i_1_j_25_k_5_m_10,38.22531690174799,LinearRegression,GSA
hypotheticalMOF_5073030_i_2_j_25_k_20_m_5,39.37547641288526,LinearRegression,GSA
mof_1654,44.55937070241863,LinearRegression,GSA
mof_5369,49.47071534476309,LinearRegression,GSA
mof_6324,48.876557113891224,LinearRegression,GSA
mof_978,38.97210293504565,LinearRegression,GSA
str_m1_o3_o20_f0_pcu.sym.49.out,38.81402413967607,LinearRegression,GSA
str_m1_o3_o27_f0_pcu.sym.73.out,39.00480889270832,LinearRegression,GSA
str_m2_o23_o29_f0_pcu.sym.270.out,38.31253278884844,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.258.out,39.45724130704194,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.240.out,40.798185571211455,LinearRegression,GSA
str_m3_o3_o6_f0_pcu.sym.133.out,38.91759300560786,LinearRegression,GSA
mof_13439,46.292786458540206,LinearRegression,GSA
mof_2193,50.41373712403677,LinearRegression,GSA
mof_4951,42.45528742612012,LinearRegression,GSA
mof_7348,39.71343797539953,LinearRegression,GSA
str_m2_o3_o27_f0_pcu.sym.150.out,38.18715995114154,LinearRegression,GSA
hypotheticalMOF_5019661_i_0_j_25_k_25_m_14,38.13810101464753,LinearRegression,GSA
hypotheticalMOF_5073096_i_2_j_25_k_20_m_10,39.06476981508988,LinearRegression,GSA
mof_5475,47.91173136284243,LinearRegression,GSA
mof_3048,39.21739761751569,LinearRegression,GSA
mof_7404,40.35120414982161,LinearRegression,GSA
str_m1_o25_o25_f0_pcu.sym.81.out,38.198061937029095,LinearRegression,GSA
str_m2_o34_o35_f0_pts.sym.109.out,39.06476981508988,LinearRegression,GSA
str_m3_o21_o25_f0_pcu.sym.143.out,38.03453214871574,LinearRegression,GSA
mof_2190,51.02969932668374,LinearRegression,GSA
mof_5429,45.31705872160386,LinearRegression,GSA
mof_7838,49.12185179636126,LinearRegression,GSA
str_m2_o21_o26_f0_pcu.sym.215.out,38.44335661949913,LinearRegression,GSA
str_m3_o23_o28_f0_pcu.sym.61.out,39.795202869556206,LinearRegression,GSA
str_m3_o25_o25_f0_pcu.sym.76.out,39.724339961287086,LinearRegression,GSA
str_m3_o3_o20_f0_nbo.sym.116.out,39.63712407418663,LinearRegression,GSA
mof_11269,45.006352123808476,LinearRegression,GSA
mof_1130,41.119794154894386,LinearRegression,GSA
mof_2903,39.81155584838754,LinearRegression,GSA
mof_5035,39.74069294011842,LinearRegression,GSA
mof_6137,53.05201770882557,LinearRegression,GSA
str_m1_o25_o25_f0_pcu.sym.131.out,38.98845591387698,LinearRegression,GSA
str_m3_o6_o7_f0_nbo.sym.125.out,38.50876853482447,LinearRegression,GSA
mof_2196,53.03021373705046,LinearRegression,GSA
mof_7265,40.269439255664935,LinearRegression,GSA
str_m1_o21_o21_f0_pcu.sym.201.out,38.53602349954336,LinearRegression,GSA
str_m2_o23_o26_f0_pcu.sym.157.out,38.797671160844736,LinearRegression,GSA
hypotheticalMOF_5065119_i_2_j_21_k_13_m_5,38.30163080296089,LinearRegression,GSA
mof_1800,46.826983767030505,LinearRegression,GSA
mof_4554,53.962333530436595,LinearRegression,GSA
mof_6951,49.19816569757416,LinearRegression,GSA
mof_7962,42.65152317209615,LinearRegression,GSA
mof_9724,41.228814013769956,LinearRegression,GSA
str_m1_o25_o25_f0_pcu.sym.65.out,40.62375379701054,LinearRegression,GSA
str_m2_o23_o23_f0_nbo.sym.41.out,38.377944704173785,LinearRegression,GSA
mof_7445,41.65944245632846,LinearRegression,GSA
mof_9062,42.160933807156084,LinearRegression,GSA
mof_9068,47.92808434167377,LinearRegression,GSA
str_m2_o3_o19_f0_nbo.sym.30.out,38.81402413967607,LinearRegression,GSA
str_m3_o6_o27_f0_nbo.sym.39.out,40.20947833328337,LinearRegression,GSA
mof_12628,41.18520607021973,LinearRegression,GSA
mof_4760,47.573769800328165,LinearRegression,GSA
str_m2_o3_o6_f0_pcu.sym.178.out,39.67528102479308,LinearRegression,GSA
str_m2_o6_o27_f0_nbo.sym.8.out,38.32888576767978,LinearRegression,GSA
str_m2_o7_o20_f0_nbo.sym.45.out,42.624268207377256,LinearRegression,GSA
str_m3_o25_o27_f0_pcu.sym.180.out,39.93147769315067,LinearRegression,GSA
mof_7311,49.85228485082759,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.152.out,39.0593188221461,LinearRegression,GSA
str_m3_o6_o7_f0_nbo.sym.89.out,38.06178711343463,LinearRegression,GSA
mof_4942,38.77586718906962,LinearRegression,GSA
str_m1_o21_o21_f0_pcu.sym.188.out,39.17924066690924,LinearRegression,GSA
str_m1_o27_o29_f0_pcu.sym.29.out,39.35367244111015,LinearRegression,GSA
str_m3_o25_o25_f0_pcu.sym.79.out,40.416616065146954,LinearRegression,GSA
str_m3_o6_o27_f0_nbo.sym.46.out,38.49786654893691,LinearRegression,GSA
str_m3_o6_o7_f0_nbo.sym.69.out,40.22583131211471,LinearRegression,GSA
mof_6179,45.48603950286099,LinearRegression,GSA
mof_6640,44.19960516812925,LinearRegression,GSA
str_m2_o23_o25_f0_nbo.sym.47.out,38.97210293504565,LinearRegression,GSA
str_m2_o25_o26_f0_pcu.sym.109.out,39.228299603403244,LinearRegression,GSA
str_m2_o7_o25_f0_pcu.sym.58.out,38.448807612442906,LinearRegression,GSA
str_m3_o23_o28_f0_pcu.sym.180.out,39.370025419941484,LinearRegression,GSA
str_m3_o6_o27_f0_nbo.sym.69.out,38.492415555993134,LinearRegression,GSA
mof_1609,38.7813181820134,LinearRegression,GSA
mof_2435,40.99442131718748,LinearRegression,GSA
str_m2_o6_o27_f0_nbo.sym.5.out,38.590533428981146,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.28.out,39.14108371630278,LinearRegression,GSA
str_m3_o25_o27_f0_nbo.sym.31.out,40.89630344419947,LinearRegression,GSA
hypotheticalMOF_17747_i_1_j_5_k_1_m_4,40.051399537913795,LinearRegression,GSA
mof_10769,38.10539505698486,LinearRegression,GSA
mof_13152,44.87552829315779,LinearRegression,GSA
mof_8200,43.31109331829335,LinearRegression,GSA
str_m2_o20_o29_f0_nbo.sym.5.out,39.71888896834331,LinearRegression,GSA
str_m2_o21_o21_f0_pcu.sym.10.out,38.46516059127424,LinearRegression,GSA
str_m2_o3_o25_f0_pcu.sym.205.out,40.307596206271384,LinearRegression,GSA
mof_12863,39.84426180605021,LinearRegression,GSA
mof_13008,44.61388063185642,LinearRegression,GSA
mof_2242,50.5336589687999,LinearRegression,GSA
str_m1_o3_o29_f0_pcu.sym.14.out,38.36159172534245,LinearRegression,GSA
str_m2_o2_o29_f0_nbo.sym.12.out,38.07268909932219,LinearRegression,GSA
str_m3_o23_o26_f0_pcu.sym.248.out,38.39429768300512,LinearRegression,GSA
str_m3_o6_o7_f0_nbo.sym.17.out,40.056850530857574,LinearRegression,GSA
hypotheticalMOF_5073244_i_2_j_25_k_21_m_7,38.08359108520975,LinearRegression,GSA
mof_5614,48.407771720726274,LinearRegression,GSA
mof_6789,44.259566090510816,LinearRegression,GSA
mof_7235,44.940940208483134,LinearRegression,GSA
str_m2_o1_o29_f0_nbo.sym.9.out,38.54692548543092,LinearRegression,GSA
str_m2_o25_o25_f0_pcu.sym.150.out,39.98598762258845,LinearRegression,GSA
str_m2_o25_o25_f0_pcu.sym.213.out,38.75406321729451,LinearRegression,GSA
str_m3_o6_o7_f0_nbo.sym.97.out,40.92900940186214,LinearRegression,GSA
hypotheticalMOF_5069736_i_2_j_24_k_5_m_11,38.906691019720306,LinearRegression,GSA
mof_6184,51.5257396845676,LinearRegression,GSA
mof_977,40.869048479480576,LinearRegression,GSA
str_m1_o25_o27_f0_pcu.sym.131.out,38.050885127547076,LinearRegression,GSA
str_m2_o20_o29_f0_nbo.sym.32.out,39.615320102411516,LinearRegression,GSA
str_m2_o3_o21_f0_pcu.sym.127.out,39.511751236479725,LinearRegression,GSA
str_m2_o6_o27_f0_nbo.sym.34.out,40.51473393813497,LinearRegression,GSA
str_m3_o21_o23_f0_pcu.sym.249.out,38.35614073239867,LinearRegression,GSA
str_m3_o25_o25_f0_pcu.sym.40.out,39.261005561065915,LinearRegression,GSA
str_m3_o25_o28_f0_pcu.sym.141.out,39.88786974960044,LinearRegression,GSA
mof_1271,39.658928045961744,LinearRegression,GSA
str_m2_o25_o25_f0_pcu.sym.169.out,39.92057570726311,LinearRegression,GSA
str_m2_o28_o28_f0_pcu.sym.188.out,38.06178711343463,LinearRegression,GSA
str_m3_o3_o20_f0_pcu.sym.42.out,38.416101654780235,LinearRegression,GSA
REWRER_CSD17,55.712102265389504,LinearRegression,GSA
str_m1_o25_o25_f0_pcu.sym.136.out,39.20104463868435,LinearRegression,GSA
str_m2_o23_o25_f0_pcu.sym.51.out,40.667361740560764,LinearRegression,GSA
str_m2_o25_o25_f0_pcu.sym.72.out,38.61778839370004,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.71.out,38.46516059127424,LinearRegression,GSA
str_m3_o23_o29_f0_pcu.sym.256.out,38.666847330194045,LinearRegression,GSA
str_m3_o25_o28_f0_nbo.sym.2.out,39.55535918002995,LinearRegression,GSA
hypotheticalMOF_5067892_i_2_j_23_k_5_m_0,40.67281273350454,LinearRegression,GSA
mof_11387,46.61984603516692,LinearRegression,GSA
mof_4327,47.81361348985442,LinearRegression,GSA
mof_4899,40.60194982523542,LinearRegression,GSA
mof_6327,42.449836433176344,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.42.out,38.33433676062356,LinearRegression,GSA
hypotheticalMOF_5071663_i_2_j_25_k_5_m_9,38.97210293504565,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.172.out,38.40519966889268,LinearRegression,GSA
str_m3_o23_o27_f0_nbo.sym.182.out,38.33433676062356,LinearRegression,GSA
str_m3_o25_o25_f0_nbo.sym.133.out,41.81752125169804,LinearRegression,GSA
hypotheticalMOF_5048501_i_1_j_25_k_23_m_0,41.66489344927224,LinearRegression,GSA
mof_12904,44.03062438687212,LinearRegression,GSA
mof_987,41.03257826779393,LinearRegression,GSA
hypotheticalMOF_5067935_i_2_j_23_k_5_m_4,38.43245463361157,LinearRegression,GSA
str_m3_o23_o27_f0_nbo.sym.98.out,38.525121513655805,LinearRegression,GSA
str_m3_o3_o20_f0_nbo.sym.26.out,40.978068338356145,LinearRegression,GSA
mof_7446,44.439448857655506,LinearRegression,GSA
str_m2_o20_o25_f0_pcu.sym.56.out,39.440888328210605,LinearRegression,GSA
str_m2_o25_o26_f0_pcu.sym.45.out,38.17625796525398,LinearRegression,GSA
str_m3_o6_o28_f0_nbo.sym.169.out,38.198061937029095,LinearRegression,GSA
hypotheticalMOF_5016998_i_0_j_25_k_5_m_12,38.31798378179222,LinearRegression,GSA
mof_3564,42.39532650373856,LinearRegression,GSA
mof_4783,40.6074008181792,LinearRegression,GSA
str_m2_o23_o25_f0_pcu.sym.68.out,40.552890888741416,LinearRegression,GSA
str_m2_o25_o25_f0_pcu.sym.185.out,38.28527782412955,LinearRegression,GSA
str_m2_o25_o26_f0_pcu.sym.115.out,38.49786654893691,LinearRegression,GSA
str_m3_o6_o21_f0_pcu.sym.184.out,40.27489024860871,LinearRegression,GSA
str_m3_o6_o28_f0_nbo.sym.7.out,40.5310869169663,LinearRegression,GSA
str_m3_o7_o17_f0_nbo.sym.1.out,39.299162511672364,LinearRegression,GSA
hypotheticalMOF_5039123_i_1_j_21_k_5_m_12,38.18715995114154,LinearRegression,GSA
hypotheticalMOF_5073209_i_2_j_25_k_21_m_4,38.42700364066779,LinearRegression,GSA
hypotheticalMOF_5073258_i_2_j_25_k_21_m_9,38.236218887635545,LinearRegression,GSA
mof_4889,41.99740401884273,LinearRegression,GSA
hypotheticalMOF_2150_i_0_j_5_k_5_m_12,39.74069294011842,LinearRegression,GSA
hypotheticalMOF_5019615_i_0_j_25_k_25_m_10,38.97210293504565,LinearRegression,GSA
mof_11140,47.46474994145259,LinearRegression,GSA
str_m2_o23_o27_f0_nbo.sym.20.out,38.868534069113856,LinearRegression,GSA
str_m3_o23_o27_f0_nbo.sym.54.out,40.85814649359302,LinearRegression,GSA
str_m3_o25_o27_f0_nbo.sym.82.out,39.135632723359,LinearRegression,GSA
str_m3_o3_o20_f0_nbo.sym.85.out,38.236218887635545,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.40.out,38.672298323137824,LinearRegression,GSA
str_m3_o21_o23_f0_pcu.sym.251.out,39.31006449755992,LinearRegression,GSA
str_m3_o25_o26_f0_pcu.sym.67.out,38.377944704173785,LinearRegression,GSA
mof_11191,44.02517339392834,LinearRegression,GSA
mof_11384,41.648540470440906,LinearRegression,GSA
mof_6952,50.004912653253385,LinearRegression,GSA
hypotheticalMOF_5046759_i_1_j_25_k_5_m_14,39.39728038466038,LinearRegression,GSA
mof_6267,49.66150009779534,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.242.out,40.64010677584187,LinearRegression,GSA
str_m3_o6_o27_f0_nbo.sym.111.out,39.67528102479308,LinearRegression,GSA
str_m3_o6_o27_f0_nbo.sym.30.out,41.79026628697915,LinearRegression,GSA
hypotheticalMOF_5073352_i_2_j_25_k_23_m_0,40.72732266294233,LinearRegression,GSA
mof_11141,46.799728802311606,LinearRegression,GSA
mof_2097,47.5901227791595,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.166.out,38.96120094915809,LinearRegression,GSA
str_m2_o6_o26_f0_pcu.sym.132.out,39.56081017297373,LinearRegression,GSA
VAQBEU01_CSD17,49.334440521168624,LinearRegression,GSA
mof_10640,40.29124322744005,LinearRegression,GSA
mof_2012,38.42155264772401,LinearRegression,GSA
mof_430,43.16936750175511,LinearRegression,GSA
str_m2_o20_o29_f0_nbo.sym.73.out,38.3997486759489,LinearRegression,GSA
str_m2_o6_o27_f0_nbo.sym.24.out,41.59403054100312,LinearRegression,GSA
str_m2_o6_o7_f0_nbo.sym.212.out,38.525121513655805,LinearRegression,GSA
str_m3_o28_o29_f0_pcu.sym.256.out,38.15445399347887,LinearRegression,GSA
str_m3_o3_o11_f0_nbo.sym.31.out,38.19261094408532,LinearRegression,GSA
hypotheticalMOF_5042863_i_1_j_23_k_5_m_0,42.25360068720032,LinearRegression,GSA
hypotheticalMOF_5048405_i_1_j_25_k_21_m_9,38.198061937029095,LinearRegression,GSA
hypotheticalMOF_5073213_i_2_j_25_k_21_m_4,38.99935789976454,LinearRegression,GSA
str_m3_o3_o8_f0_pcu.sym.214.out,38.688651301969166,LinearRegression,GSA
hypotheticalMOF_5046742_i_1_j_25_k_5_m_11,39.582614144748845,LinearRegression,GSA
hypotheticalMOF_5048182_i_1_j_25_k_20_m_7,38.66139633725027,LinearRegression,GSA
mof_11758,41.07618621134416,LinearRegression,GSA
str_m3_o21_o23_f0_pcu.sym.114.out,38.410650661836456,LinearRegression,GSA
str_m3_o25_o28_f0_pcu.sym.159.out,38.31798378179222,LinearRegression,GSA
mof_6983,42.04101196239296,LinearRegression,GSA
str_m1_o21_o21_f0_pcu.sym.219.out,39.898771735488,LinearRegression,GSA
str_m2_o25_o27_f0_nbo.sym.23.out,41.81207025875426,LinearRegression,GSA
str_m2_o25_o28_f0_pcu.sym.63.out,39.697084996568194,LinearRegression,GSA
str_m2_o6_o21_f0_pcu.sym.9.out,39.62622208829907,LinearRegression,GSA
str_m3_o7_o23_f0_nbo.sym.3.out,39.27190754695347,LinearRegression,GSA
hypotheticalMOF_5046697_i_1_j_25_k_5_m_7,38.71590626668806,LinearRegression,GSA
hypotheticalMOF_5073127_i_2_j_25_k_20_m_13,38.595984421924925,LinearRegression,GSA
mof_4701,38.65049435136271,LinearRegression,GSA
str_m2_o28_o29_f0_pcu.sym.218.out,39.261005561065915,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.61.out,39.2392015892908,LinearRegression,GSA
str_m3_o6_o25_f0_nbo.sym.9.out,38.2471208735231,LinearRegression,GSA
mof_10954,43.332897290068466,LinearRegression,GSA
mof_2286,51.12781719967176,LinearRegression,GSA
mof_7238,46.292786458540206,LinearRegression,GSA
mof_9188,48.88200810683501,LinearRegression,GSA
str_m1_o21_o21_f0_pcu.sym.105.out,38.54147449248714,LinearRegression,GSA
mof_11055,39.980536629644675,LinearRegression,GSA
mof_7450,50.72989471477593,LinearRegression,GSA
str_m2_o21_o21_f0_pcu.sym.12.out,38.25802285941066,LinearRegression,GSA
str_m2_o23_o26_f0_pcu.sym.212.out,38.25802285941066,LinearRegression,GSA
str_m2_o25_o26_f0_pcu.sym.202.out,39.64802606007419,LinearRegression,GSA
str_m3_o21_o23_f0_pcu.sym.159.out,38.25802285941066,LinearRegression,GSA
str_m3_o25_o27_f0_nbo.sym.194.out,38.7050042808005,LinearRegression,GSA
str_m3_o6_o27_f0_nbo.sym.100.out,41.99740401884273,LinearRegression,GSA
BATNER_CSD17,48.34781079834471,LinearRegression,GSA
mof_2327,55.08523807685497,LinearRegression,GSA
mof_884,39.48449627176083,LinearRegression,GSA
str_m3_o21_o28_f0_pcu.sym.73.out,38.274375838241994,LinearRegression,GSA
str_m3_o25_o25_f0_pcu.sym.29.out,39.25010357517836,LinearRegression,GSA
hypotheticalMOF_3000133_i_1_j_23_k_23_m_12_cat_1,39.64257506713041,LinearRegression,GSA
hypotheticalMOF_5048734_i_1_j_25_k_25_m_7,39.620771095355295,LinearRegression,GSA
mof_13007,40.901754437143246,LinearRegression,GSA
mof_6334,51.33495493153534,LinearRegression,GSA
mof_9185,40.61285181112298,LinearRegression,GSA
mof_9790,53.06291969471313,LinearRegression,GSA
hypotheticalMOF_5046730_i_1_j_25_k_5_m_10,38.9339459844392,LinearRegression,GSA
hypotheticalMOF_5047912_i_1_j_25_k_19_m_0,38.18170895819776,LinearRegression,GSA
hypotheticalMOF_5048765_i_1_j_25_k_25_m_10,39.767947904837314,LinearRegression,GSA
mof_2141,55.11794403451764,LinearRegression,GSA
str_m3_o2_o29_f0_nbo.sym.10.out,39.299162511672364,LinearRegression,GSA
str_m3_o25_o26_f0_pcu.sym.15.out,39.015710878595875,LinearRegression,GSA
str_m3_o6_o26_f0_pcu.sym.177.out,40.945362380693474,LinearRegression,GSA
mof_2010,50.87707152425794,LinearRegression,GSA
mof_6189,51.8037403247003,LinearRegression,GSA
str_m2_o25_o25_f0_nbo.sym.30.out,40.60194982523542,LinearRegression,GSA
str_m3_o3_o20_f0_nbo.sym.24.out,41.53952061156534,LinearRegression,GSA
hypotheticalMOF_5047410_i_1_j_25_k_12_m_9,38.86308307617008,LinearRegression,GSA
hypotheticalMOF_5071670_i_2_j_25_k_5_m_10,39.048416836258546,LinearRegression,GSA
mof_5613,43.300191332405795,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.241.out,38.72135725963184,LinearRegression,GSA
str_m3_o28_o29_f0_pcu.sym.6.out,38.10539505698486,LinearRegression,GSA
str_m3_o7_o23_f0_nbo.sym.21.out,40.25853726977738,LinearRegression,GSA
XAHQAA_CoRE,39.3155154905037,LinearRegression,GSA
mof_5067,44.96274418025825,LinearRegression,GSA
mof_6093,47.20310228015122,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.65.out,38.39429768300512,LinearRegression,GSA
str_m3_o23_o27_f0_nbo.sym.55.out,40.82544053593035,LinearRegression,GSA
hypotheticalMOF_5018181_i_0_j_25_k_15_m_10,38.868534069113856,LinearRegression,GSA
hypotheticalMOF_5019650_i_0_j_25_k_25_m_12,38.198061937029095,LinearRegression,GSA
mof_11130,40.04049755202624,LinearRegression,GSA
mof_2198,38.323434774736,LinearRegression,GSA
mof_4742,40.28579223449627,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.243.out,38.595984421924925,LinearRegression,GSA
str_m2_o7_o23_f0_nbo.sym.11.out,38.73771023846317,LinearRegression,GSA
str_m3_o6_o28_f0_nbo.sym.1.out,40.765479613548784,LinearRegression,GSA
XANLIJ_CSD17,39.67528102479308,LinearRegression,GSA
hypotheticalMOF_5048257_i_1_j_25_k_20_m_13,38.764965203182065,LinearRegression,GSA
mof_6992,45.115371982684046,LinearRegression,GSA
str_m2_o23_o27_f0_nbo.sym.5.out,38.43245463361157,LinearRegression,GSA
str_m3_o3_o26_f0_pcu.sym.157.out,39.30461350461614,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.179.out,41.15250011255706,LinearRegression,GSA
hypotheticalMOF_5045907_i_1_j_24_k_21_m_4,38.563278464262254,LinearRegression,GSA
mof_759,45.01725410969603,LinearRegression,GSA
mof_9828,40.36755712865295,LinearRegression,GSA
str_m1_o3_o7_f0_pcu.sym.50.out,41.61038351983446,LinearRegression,GSA
hypotheticalMOF_5048355_i_1_j_25_k_21_m_4,38.97210293504565,LinearRegression,GSA
str_m2_o28_o29_f0_pcu.sym.199.out,38.672298323137824,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.220.out,41.63218749160957,LinearRegression,GSA
str_m2_o7_o25_f0_nbo.sym.6.out,40.22038031917093,LinearRegression,GSA
str_m3_o25_o27_f0_pcu.sym.257.out,38.98845591387698,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.213.out,38.21986590880421,LinearRegression,GSA
hypotheticalMOF_5071617_i_2_j_25_k_5_m_4,40.02959556613868,LinearRegression,GSA
hypotheticalMOF_5073517_i_2_j_25_k_25_m_1,38.61778839370004,LinearRegression,GSA
mof_1943,48.7075763326341,LinearRegression,GSA
mof_8131,44.58662566713753,LinearRegression,GSA
str_m3_o20_o25_f0_pcu.sym.65.out,39.086573786864996,LinearRegression,GSA
str_m3_o23_o25_f0_pcu.sym.63.out,39.57716315180507,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.130.out,38.50331754188069,LinearRegression,GSA
str_m3_o6_o29_f0_pcu.sym.206.out,39.60986910946774,LinearRegression,GSA
LERNED_CSD17,40.84724450770546,LinearRegression,GSA
mof_5517,40.29669422038383,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.191.out,39.7461439330622,LinearRegression,GSA
WIYMOG_CoRE,42.49344437672657,LinearRegression,GSA
hypotheticalMOF_5042922_i_1_j_23_k_5_m_4,39.46269229998572,LinearRegression,GSA
hypotheticalMOF_5048509_i_1_j_25_k_23_m_1,38.01272817694063,LinearRegression,GSA
mof_12858,40.22038031917093,LinearRegression,GSA
mof_2095,50.88252251720173,LinearRegression,GSA
mof_4834,48.15702604531246,LinearRegression,GSA
mof_4950,41.07073521840038,LinearRegression,GSA
mof_5074,48.151575052368685,LinearRegression,GSA
mof_802,44.265017083454595,LinearRegression,GSA
str_m3_o21_o29_f0_pcu.sym.136.out,38.345238746511114,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.227.out,40.33485117099028,LinearRegression,GSA
str_m3_o28_o28_f0_pcu.sym.65.out,39.53355520825484,LinearRegression,GSA
hypotheticalMOF_5048568_i_1_j_25_k_23_m_9,39.833359820162656,LinearRegression,GSA
mof_13300,40.307596206271384,LinearRegression,GSA
mof_2003,45.0009011308647,LinearRegression,GSA
mof_520,38.4760625771618,LinearRegression,GSA
str_m2_o21_o28_f0_pcu.sym.20.out,38.65049435136271,LinearRegression,GSA
str_m3_o25_o29_f0_nbo.sym.214.out,38.96120094915809,LinearRegression,GSA
hypotheticalMOF_3001318_i_2_j_24_k_23_m_12_cat_1,38.666847330194045,LinearRegression,GSA
